time,clintellimqtt_consumer.value
2019-08-10T20:59:00.331Z,513
2019-08-10T20:59:00.332Z,504
2019-08-10T20:59:00.484Z,579
2019-08-10T20:59:00.485Z,521
2019-08-10T20:59:00.486Z,506
2019-08-10T20:59:00.487Z,510
2019-08-10T20:59:00.488Z,532
2019-08-10T20:59:00.489Z,533
2019-08-10T20:59:00.642Z,560
2019-08-10T20:59:00.643Z,600
2019-08-10T20:59:00.644Z,666
2019-08-10T20:59:00.645Z,641
2019-08-10T20:59:00.646Z,567
2019-08-10T20:59:00.647Z,514
2019-08-10T20:59:00.798Z,520
2019-08-10T20:59:00.799Z,487
2019-08-10T20:59:00.800Z,510
2019-08-10T20:59:00.801Z,493
2019-08-10T20:59:00.802Z,533
2019-08-10T20:59:00.803Z,521
2019-08-10T20:59:00.955Z,523
2019-08-10T20:59:00.956Z,518
2019-08-10T20:59:00.957Z,504
2019-08-10T20:59:00.958Z,511
2019-08-10T20:59:00.959Z,523
2019-08-10T20:59:00.960Z,528
2019-08-10T20:59:01.149Z,535
2019-08-10T20:59:01.150Z,520
2019-08-10T20:59:01.151Z,510
2019-08-10T20:59:01.152Z,526
2019-08-10T20:59:01.153Z,810
2019-08-10T20:59:01.154Z,457
2019-08-10T20:59:01.155Z,502
2019-08-10T20:59:01.179Z,505
2019-08-10T20:59:01.180Z,542
2019-08-10T20:59:01.336Z,519
2019-08-10T20:59:01.496Z,663
2019-08-10T20:59:01.497Z,593
2019-08-10T20:59:01.498Z,526
2019-08-10T20:59:01.499Z,512
2019-08-10T20:59:01.500Z,485
2019-08-10T20:59:01.501Z,486
2019-08-10T20:59:01.502Z,518
2019-08-10T20:59:01.653Z,494
2019-08-10T20:59:01.654Z,504
2019-08-10T20:59:01.655Z,510
2019-08-10T20:59:01.656Z,518
2019-08-10T20:59:01.657Z,496
2019-08-10T20:59:01.658Z,529
2019-08-10T20:59:01.810Z,505
2019-08-10T20:59:01.811Z,498
2019-08-10T20:59:01.812Z,532
2019-08-10T20:59:01.813Z,501
2019-08-10T20:59:01.814Z,544
2019-08-10T20:59:01.815Z,518
2019-08-10T20:59:01.967Z,495
2019-08-10T20:59:01.968Z,514
2019-08-10T20:59:01.969Z,519
2019-08-10T20:59:01.970Z,541
2019-08-10T20:59:01.971Z,842
2019-08-10T20:59:01.972Z,392
2019-08-10T20:59:01.973Z,506
2019-08-10T20:59:01.974Z,522
2019-08-10T20:59:01.977Z,507
2019-08-10T20:59:02.125Z,530
2019-08-10T20:59:02.126Z,555
2019-08-10T20:59:02.127Z,540
2019-08-10T20:59:02.128Z,561
2019-08-10T20:59:02.133Z,617
2019-08-10T20:59:02.134Z,624
2019-08-10T20:59:02.135Z,641
2019-08-10T20:59:02.282Z,668
2019-08-10T20:59:02.283Z,579
2019-08-10T20:59:02.284Z,504
2019-08-10T20:59:02.285Z,514
2019-08-10T20:59:02.286Z,521
2019-08-10T20:59:02.287Z,512
2019-08-10T20:59:02.288Z,507
2019-08-10T20:59:02.441Z,500
2019-08-10T20:59:02.442Z,517
2019-08-10T20:59:02.443Z,498
2019-08-10T20:59:02.444Z,521
2019-08-10T20:59:02.449Z,500
2019-08-10T20:59:02.450Z,508
2019-08-10T20:59:02.451Z,494
2019-08-10T20:59:02.598Z,521
2019-08-10T20:59:02.599Z,501
2019-08-10T20:59:02.600Z,533
2019-08-10T20:59:02.601Z,533
2019-08-10T20:59:02.605Z,538
2019-08-10T20:59:02.606Z,507
2019-08-10T20:59:02.607Z,524
2019-08-10T20:59:02.755Z,522
2019-08-10T20:59:02.756Z,555
2019-08-10T20:59:02.757Z,508
2019-08-10T20:59:02.758Z,540
2019-08-10T20:59:02.765Z,525
2019-08-10T20:59:02.766Z,819
2019-08-10T20:59:02.767Z,709
2019-08-10T20:59:02.917Z,387
2019-08-10T20:59:02.918Z,510
2019-08-10T20:59:02.919Z,552
2019-08-10T20:59:02.920Z,538
2019-08-10T20:59:02.925Z,523
2019-08-10T20:59:02.926Z,578
2019-08-10T20:59:02.927Z,577
2019-08-10T20:59:03.074Z,618
2019-08-10T20:59:03.075Z,646
2019-08-10T20:59:03.076Z,662
2019-08-10T20:59:03.077Z,556
2019-08-10T20:59:03.078Z,516
2019-08-10T20:59:03.079Z,526
2019-08-10T20:59:03.231Z,485
2019-08-10T20:59:03.232Z,520
2019-08-10T20:59:03.233Z,507
2019-08-10T20:59:03.234Z,524
2019-08-10T20:59:03.235Z,508
2019-08-10T20:59:03.236Z,522
2019-08-10T20:59:03.388Z,512
2019-08-10T20:59:03.389Z,524
2019-08-10T20:59:03.390Z,500
2019-08-10T20:59:03.391Z,536
2019-08-10T20:59:03.392Z,520
2019-08-10T20:59:03.393Z,528
2019-08-10T20:59:03.545Z,497
2019-08-10T20:59:03.546Z,517
2019-08-10T20:59:03.547Z,529
2019-08-10T20:59:03.548Z,865
2019-08-10T20:59:03.549Z,475
2019-08-10T20:59:03.550Z,513
2019-08-10T20:59:03.705Z,553
2019-08-10T20:59:03.706Z,538
2019-08-10T20:59:03.707Z,578
2019-08-10T20:59:03.708Z,579
2019-08-10T20:59:03.709Z,668
2019-08-10T20:59:03.710Z,644
2019-08-10T20:59:03.862Z,680
2019-08-10T20:59:03.863Z,610
2019-08-10T20:59:03.864Z,549
2019-08-10T20:59:03.865Z,474
2019-08-10T20:59:03.866Z,505
2019-08-10T20:59:03.867Z,507
2019-08-10T20:59:04.020Z,536
2019-08-10T20:59:04.021Z,524
2019-08-10T20:59:04.022Z,512
2019-08-10T20:59:04.023Z,511
2019-08-10T20:59:04.024Z,525
2019-08-10T20:59:04.025Z,478
2019-08-10T20:59:04.179Z,514
2019-08-10T20:59:04.180Z,508
2019-08-10T20:59:04.181Z,497
2019-08-10T20:59:04.182Z,514
2019-08-10T20:59:04.183Z,504
2019-08-10T20:59:04.184Z,848
2019-08-10T20:59:04.340Z,374
2019-08-10T20:59:04.341Z,508
2019-08-10T20:59:04.342Z,522
2019-08-10T20:59:04.343Z,546
2019-08-10T20:59:04.344Z,522
2019-08-10T20:59:04.345Z,579
2019-08-10T20:59:04.346Z,548
2019-08-10T20:59:04.537Z,591
2019-08-10T20:59:04.538Z,638
2019-08-10T20:59:04.539Z,657
2019-08-10T20:59:04.540Z,543
2019-08-10T20:59:04.541Z,511
2019-08-10T20:59:04.542Z,466
2019-08-10T20:59:04.543Z,492
2019-08-10T20:59:04.559Z,511
2019-08-10T20:59:04.715Z,475
2019-08-10T20:59:04.875Z,525
2019-08-10T20:59:04.876Z,486
2019-08-10T20:59:04.877Z,509
2019-08-10T20:59:04.878Z,538
2019-08-10T20:59:04.879Z,484
2019-08-10T20:59:04.880Z,436
2019-08-10T20:59:05.031Z,510
2019-08-10T20:59:05.032Z,529
2019-08-10T20:59:05.033Z,541
2019-08-10T20:59:05.034Z,534
2019-08-10T20:59:05.041Z,562
2019-08-10T20:59:05.042Z,585
2019-08-10T20:59:05.043Z,631
2019-08-10T20:59:05.188Z,618
2019-08-10T20:59:05.189Z,660
2019-08-10T20:59:05.190Z,555
2019-08-10T20:59:05.191Z,517
2019-08-10T20:59:05.195Z,512
2019-08-10T20:59:05.196Z,499
2019-08-10T20:59:05.197Z,524
2019-08-10T20:59:05.345Z,494
2019-08-10T20:59:05.346Z,518
2019-08-10T20:59:05.347Z,511
2019-08-10T20:59:05.348Z,525
2019-08-10T20:59:05.349Z,490
2019-08-10T20:59:05.350Z,512
2019-08-10T20:59:05.502Z,543
2019-08-10T20:59:05.503Z,526
2019-08-10T20:59:05.504Z,504
2019-08-10T20:59:05.505Z,549
2019-08-10T20:59:05.506Z,521
2019-08-10T20:59:05.507Z,426
2019-08-10T20:59:05.659Z,557
2019-08-10T20:59:05.660Z,545
2019-08-10T20:59:05.661Z,561
2019-08-10T20:59:05.662Z,560
2019-08-10T20:59:05.663Z,590
2019-08-10T20:59:05.817Z,633
2019-08-10T20:59:05.818Z,645
2019-08-10T20:59:05.819Z,550
2019-08-10T20:59:05.820Z,541
2019-08-10T20:59:05.821Z,519
2019-08-10T20:59:05.822Z,536
2019-08-10T20:59:05.974Z,535
2019-08-10T20:59:05.975Z,547
2019-08-10T20:59:05.976Z,516
2019-08-10T20:59:05.977Z,514
2019-08-10T20:59:05.978Z,545
2019-08-10T20:59:05.979Z,548
2019-08-10T20:59:06.130Z,532
2019-08-10T20:59:06.131Z,525
2019-08-10T20:59:06.132Z,542
2019-08-10T20:59:06.133Z,518
2019-08-10T20:59:06.134Z,673
2019-08-10T20:59:06.135Z,447
2019-08-10T20:59:06.288Z,514
2019-08-10T20:59:06.289Z,544
2019-08-10T20:59:06.290Z,560
2019-08-10T20:59:06.291Z,542
2019-08-10T20:59:06.292Z,581
2019-08-10T20:59:06.293Z,586
2019-08-10T20:59:06.294Z,559
2019-08-10T20:59:06.445Z,610
2019-08-10T20:59:06.446Z,615
2019-08-10T20:59:06.447Z,598
2019-08-10T20:59:06.448Z,566
2019-08-10T20:59:06.449Z,499
2019-08-10T20:59:06.450Z,530
2019-08-10T20:59:06.451Z,498
2019-08-10T20:59:06.604Z,504
2019-08-10T20:59:06.605Z,533
2019-08-10T20:59:06.606Z,507
2019-08-10T20:59:06.607Z,496
2019-08-10T20:59:06.608Z,482
2019-08-10T20:59:06.609Z,487
2019-08-10T20:59:06.760Z,519
